Code,Area,Province/City
1745,Gatchalian Subdivision,Las Pi–as
1740,Las Pi–as Central Post Office,Las Pi–as
1748,Manila Doctors Village,Las Pi–as
1744,Manuyo,Las Pi–as
1747,Moonwalk SubdivisionĞTalon,Las Pi–as
1742,Pulang LupaĞZapote,Las Pi–as
1741,Remarville Subdivision,Las Pi–as
1752,Soldiers Hills Subdivision,Las Pi–as
1751,T.S. Cruz Subdivision,Las Pi–as
1746,Verdant Acres Subdivision,Las Pi–as
6510,Abuyog,Leyte
6517,Alangalang,Leyte
6542,Albuera,Leyte
6520,Babatngon,Leyte
6519,Barugo,Leyte
6525,Bato,Leyte
6521,Baybay,Leyte
6516,Burauen,Leyte
6534,Calubian,Leyte
6530,Capoocan,Leyte
6529,Carigara,Leyte
6515,Dagami,Leyte
6505,Dulag,Leyte
6524,Hilongos,Leyte
6523,Hindang,Leyte
6522,Inopacan,Leyte
6539,Isabel,Leyte
6527,Jaro,Leyte
6511,Javier,Leyte
6506,Julita,Leyte
6531,Kananga,Leyte
6508,La Paz,Leyte
6533,Leyte,Leyte
6509,MacArthur,Leyte
6512,Mahaplag,Leyte
6532,Matag-ob,Leyte
6526,Matalom,Leyte
6507,Mayorga,Leyte
6540,Merida,Leyte
6541,Ormoc,Leyte
6501,Palo,Leyte
6538,Palompon,Leyte
6514,Pastrana,Leyte
6535,San Isidro,Leyte
6518,San Miguel,Leyte
6513,Santa Fe,Leyte
6536,Tabango,Leyte
6504,Tabontabon,Leyte
6500,Tacloban,Leyte
6502,Tanauan,Leyte
6503,Tolosa,Leyte
6528,Tunga,Leyte
6537,Villaba,Leyte
9609,Ampatuan,Maguindanao
9614,Barira,Maguindanao
9615,Buldon,Maguindanao
9616,Buluan,Maguindanao
9600,Cotabato City,Maguindanao
9621,Datu Abdullah Sangki,Maguindanao
9622,Datu Anggal Midtimbang,Maguindanao
9623,Datu Blah T. Sinsuat,Maguindanao
9624,Datu Hoffer Ampatuan,Maguindanao
9631,Datu Montawal (Pagagawan),Maguindanao
9601,Datu Odin Sinsuat (Dinaig),Maguindanao
9617,Datu Paglas,Maguindanao
9607,Datu Piang,Maguindanao
9625,Datu Salibo,Maguindanao
9626,Datu Saudi-Ampatuan,Maguindanao
9627,Datu Unsay,Maguindanao
9618,Gen. S.K. Pendatun,Maguindanao
9628,Guindulungan,Maguindanao
9606,Kabuntalan,Maguindanao
9629,Mamasapano,Maguindanao
9620,Mangudadatu,Maguindanao
9613,Matanog,Maguindanao
9630,Northern Kabuntalan,Maguindanao
9610,Pagalungan,Maguindanao
9632,Paglat,Maguindanao
9633,Pandag,Maguindanao
9604,Parang,Maguindanao
9634,Rajah Buayan,Maguindanao
9619,Shariff Aguak,Maguindanao
9608,Shariff Aguak (Maganoy),Maguindanao
9635,Shariff Saydona Mustapha,Maguindanao
9603,South Upi,Maguindanao
9605,Sultan Kudarat,Maguindanao
9636,Sultan Mastura,Maguindanao
9611,Sultan sa Barongis,Maguindanao
9637,Sultan Sumagka (Talitay),Maguindanao
9612,Talayan,Maguindanao
9602,Upi,Maguindanao
709,A-Z Direct Marketing,Makati
770,ACCRA Law Offices,Makati
710,American Express,Makati
790,"Atlantic, Gulf and Pacific",Makati
1226,Ayala AvenueĞPaseo de Roxas,Makati
1233,Bangkal,Makati
720,Bank of the Philippine Islands,Makati
731,BCD Direct Marketing,Makati
1209,Bel-Air,Makati
713,BPI Family Savings Bank,Makati
707,Canadian Embassy,Makati
1207,CarmonaĞOlympia,Makati
1214,Cembo and South Cembo,Makati
1231,Chino Roces,Makati
702,Citibank,Makati
701,Colgate Palmolive Philippines,Makati
1217,Comembo,Makati
1221,Dasmari–as Village North,Makati
1222,Dasmari–as Village South,Makati
717,Diners Club,Makati
788,Directories Philippines Corporation,Makati
1216,East RemboĞMalapad na Bato,Makati
726,Equitable PCI Bank,Makati
732,Export and Industry Bank,Makati
706,Faith Embassy,Makati
1219,Forbes Park North,Makati
1220,Forbes Park South,Makati
1201,Fort Bonifacio,Makati
1202,Fort Bonifacio Naval Station,Makati
1228,Greenbelt,Makati
1212,Guadalupe Nuevo,Makati
1211,Guadalupe Viejo,Makati
725,Insular Life Assurance Company,Makati
718,International Center for Aquatic Resources,Makati
723,Japanese Embassy,Makati
1206,Kasilawan,Makati
1204,"La Paz, Singkamas, and Tejeros",Makati
711,Land Bank of the Philippines,Makati
1229,Legaspi Village,Makati
1232,Magallanes Village,Makati
1200,Makati Central Post Office,Makati
1224,Makati Commercial Center (Ayala Center),Makati
715,Marcopper Mining Corporation,Makati
780,Mead Johnson Philippines,Makati
1235,Palanan,Makati
1231,Pasong TamoĞEcology Village,Makati
1218,Pembo,Makati
750,Philippine Airlines,Makati
721,Philippine Long Distance Telephone Company,Makati
714,Philippine Manila Mission,Makati
708,Philippine National Oil Company,Makati
760,Pilipinas Shell,Makati
1213,PinagkaisahanĞPitogo,Makati
1230,Pio del Pilar,Makati
700,Plain Truth Ministries,Makati
1210,Poblacion,Makati
704,Producers Bank,Makati
712,Prudential Bank,Makati
727,Rizal Commercial Banking Corporation,Makati
1227,Salcedo Village,Makati
1203,San Antonio Village,Makati
1234,San Isidro,Makati
1223,San Lorenzo Village,Makati
1205,Santa Cruz,Makati
703,Sarmiento Enterprises,Makati
719,Security Bank,Makati
724,Sun Life Financial,Makati
740,"Sycip, Gorres, Velayo and Co.",Makati
705,Union Ajinomoto,Makati
728,United Coconut Planters Bank,Makati
1225,Urdaneta Village,Makati
1208,Valenzuela,Makati
1215,West Rembo,Makati
722,World Executive Digest,Makati
730,Zuellig Pharma,Makati
1474,Acacia,Malabon
1476,Araneta Subdivision,Malabon
1471,Catmon,Malabon
1480,Dampalit,Malabon
1472,Longos,Malabon
1470,Malabon,Malabon
1477,Maysilo,Malabon
1479,Muzon,Malabon
1481,NCR,Malabon
1475,Potrero,Malabon
1478,Santolan,Malabon
1470,Tinajeros,Malabon
1473,Tonsuya,Malabon
1480,UFO,Malabon
1550,Barangay Plainview,Mandaluyong
1554,EDSA,Mandaluyong
1556,Greenhills South,Mandaluyong
1550,Mandaluyong Central Post Office,Mandaluyong
1553,National Center for Mental Health,Mandaluyong
1552,Shaw Boulevard,Mandaluyong
1551,Vergara,Mandaluyong
1555,Wack Wack,Mandaluyong
901,Adventist University of the Philippines,Manila
980,Asian Development Bank,Manila
917,Ateneo de Manila University,Manila
1006,Binondo,Manila
912,Bureau of Plant Industry,Manila
926,Caltex Philippines,Manila
925,Chinabank,Manila
922,De La Salle University,Manila
970,Department of Justice,Manila
910,Department of Labor and Employment,Manila
923,Don Stewart Evangelistic Association,Manila
902,Far East Broadcasting Company,Manila
918,Fil-Japan Shipping Company,Manila
915,International Correspondence Institute,Manila
960,International Rice Research Institute,Manila
1002,Intramuros,Manila
1004,Malate,Manila
900,Manila Bulletin,Manila
1000,Manila Central Post Office,Manila
913,Manila Hotel,Manila
906,Manila Medical Center,Manila
903,Manila Pavilion Hotel,Manila
919,Manila Police District,Manila
904,Midland Plaza Manila Hotel,Manila
1007,Paco,Manila
908,Pan-Filipino Shipping,Manila
1011,Pandacan,Manila
990,Philippine American Life and General Insurance Company,Manila
928,Philippine Campus Crusade for Christ,Manila
940,Philippine National Bank,Manila
914,Philippine Refining Company and Unilever Philippines,Manila
911,Philippine Statistics Authority,Manila
927,Philippine Veterans Affairs Office,Manila
1018,Port Area (South),Manila
1001,Quiapo,Manila
916,Radio Veritas,Manila
1008,Sampaloc (East),Manila
1015,Sampaloc (West),Manila
1017,San Andres,Manila
1005,San Miguel,Manila
907,San Miguel Corporation,Manila
1010,San Nicolas,Manila
1009,Santa Ana,Manila
1014,Santa Cruz (North),Manila
1003,Santa Cruz (South),Manila
1016,Santa Mesa,Manila
921,Sofitel Philippine Plaza,Manila
909,Summer Institute of Linguistics,Manila
920,Sunbursts Publications,Manila
905,The Philippine Star,Manila
1013,Tondo (North),Manila
1012,Tondo (South),Manila
930,United States Embassy,Manila
924,World Map,Manila
1820,"Bagong Nayon, Cupang, Mambagat, and Mayamot",Marikina
1803,Barangka and Ta–ong,Marikina
1807,Concepcion 1,Marikina
1811,Concepcion 2 (SSS Village),Marikina
1802,Industrial Valley,Marikina
1804,J. De La Pe–a (Provident Villages),Marikina
1805,Malanday,Marikina
1800,Marikina Central Post Office,Marikina
1810,Marikina Heights,Marikina
1808,Nangka,Marikina
1806,Northern and Western Marikina River,Marikina
1809,Parang,Marikina
1801,San RoqueĞCalumpang,Marikina
4900,Boac,Marinduque
4904,Buenavista,Marinduque
4905,Gasan,Marinduque
4901,Mogpog,Marinduque
4902,Santa Cruz,Marinduque
4903,Torrijos,Marinduque
5414,Aroroy,Masbate
5413,Baleno,Masbate
5412,Balud,Masbate
5415,Batuan,Masbate
5421,Buenavista,Masbate
5405,Cataingan,Masbate
5409,Cawayan,Masbate
5419,Claveria,Masbate
5403,Dimasalang,Masbate
5407,Esperanza,Masbate
5411,Mandaon,Masbate
5400,Masbate City,Masbate
5410,Milagros,Masbate
5401,Mobo,Masbate
5418,Monreal,Masbate
5404,Palanas,Masbate
5406,Pio V. Corpuz,Masbate
5408,Placer,Masbate
5416,San Fernando,Masbate
5417,San Jacinto,Masbate
5420,San Pascual,Masbate
5402,Uson,Masbate
7206,Aloran,Misamis Occidental
7211,Baliangao,Misamis Occidental
7215,Bonifacio,Misamis Occidental
7210,Calamba,Misamis Occidental
7201,Clarin,Misamis Occidental
7213,Concepcion,Misamis Occidental
7204,Jimenez,Misamis Occidental
7208,Lopez Jaena,Misamis Occidental
7207,Oroquieta,Misamis Occidental
7200,Ozamiz,Misamis Occidental
7205,Panaon,Misamis Occidental
7209,Plaridel,Misamis Occidental
7212,Sapang Dalaga,Misamis Occidental
7203,Sinacaban,Misamis Occidental
7214,Tangub,Misamis Occidental
7202,Tudela,Misamis Occidental
9018,Alubijid,Misamis Oriental
9005,Balingasag,Misamis Oriental
9011,Balingoan,Misamis Oriental
9008,Binuangan,Misamis Oriental
9000,Cagayan de Oro,Misamis Oriental
9004,Claveria,Misamis Oriental
9017,El Salvador,Misamis Oriental
9014,Gingoog,Misamis Oriental
9020,Gitagum,Misamis Oriental
9022,Initao,Misamis Oriental
9003,Jasaan,Misamis Oriental
9010,Kinoguitan,Misamis Oriental
9006,Lagonglong,Misamis Oriental
9019,Laguindingan,Misamis Oriental
9021,Libertad,Misamis Oriental
9025,Lugait,Misamis Oriental
9015,Magsaysay,Misamis Oriental
9024,Manticao,Misamis Oriental
9013,Medina,Misamis Oriental
9023,Naawan,Misamis Oriental
9016,Opol,Misamis Oriental
9007,Salay,Misamis Oriental
9009,Sugbongcogon,Misamis Oriental
9001,Tagoloan,Misamis Oriental
9012,Talisayan,Misamis Oriental
9002,Villanueva,Misamis Oriental
2623,Barlig,Mountain Province
2621,Bauko,Mountain Province
2618,Besao,Mountain Province
2616,Bontoc,Mountain Province
2624,Natonin,Mountain Province
2625,Paracelis,Mountain Province
2622,Sabangan,Mountain Province
2617,Sadanga,Mountain Province
2619,Sagada,Mountain Province
2620,Tadian,Mountain Province
1799,Alabang,Muntinlupa
1780,Ayala Alabang,Muntinlupa
1772,Bayanan and Putatan,Muntinlupa
1771,Buli and Cupang,Muntinlupa
1781,Filinvest City,Muntinlupa
1770,Muntinlupa Central Post Office,Muntinlupa
1776,Poblacion,Muntinlupa
1770,Sucat,Muntinlupa
1773,Tunasan,Muntinlupa
1411,Fish Market,Navotas
1412,Isla de Cocomo,Navotas
1413,Kapitbahayan (East),Navotas
1409,Kaunlaran Village,Navotas
1485,Navotas,Navotas
1489,Tangos,Navotas
1490,Tanza,Navotas
6100,Bacolod,Negros Occidental
6101,Bago,Negros Occidental
6107,Binalbagan,Negros Occidental
6121,Cadiz,Negros Occidental
6126,Calatrava,Negros Occidental
6110,Candoni,Negros Occidental
6112,Cauayan,Negros Occidental
6118,Enrique B. Magalona,Negros Occidental
6124,Escalante,Negros Occidental
6108,Himamaylan,Negros Occidental
6106,Hinigaran,Negros Occidental
6114,Hinoba-an,Negros Occidental
6109,Ilog,Negros Occidental
6128,Isabela,Negros Occidental
6111,Kabankalan,Negros Occidental
6130,La Carlota,Negros Occidental
6131,La Castellana,Negros Occidental
6120,Manapla,Negros Occidental
6132,Moises Padilla,Negros Occidental
6129,Murcia,Negros Occidental
6123,Paraiso (Fabrica),Negros Occidental
6105,Pontevedra,Negros Occidental
6102,Pulupandan,Negros Occidental
6122,Sagay,Negros Occidental
6117,Salvador Benedicto,Negros Occidental
6127,San Carlos,Negros Occidental
6104,San Enrique,Negros Occidental
6116,Silay,Negros Occidental
6113,Sipalay,Negros Occidental
6115,Talisay,Negros Occidental
6125,Toboso,Negros Occidental
6103,Valladolid,Negros Occidental
6119,Victorias,Negros Occidental
6203,Amlan,Negros Oriental
6210,Ayungon,Negros Oriental
6216,Bacong,Negros Oriental
6206,Bais,Negros Oriental
6222,Basay,Negros Oriental
6221,Bayawan,Negros Oriental
6209,Bindoy,Negros Oriental
6223,Canlaon,Negros Oriental
6217,Dauin,Negros Oriental
6200,Dumaguete,Negros Oriental
6214,Guihulngan,Negros Oriental
6212,Jimalalud,Negros Oriental
6213,La Libertad,Negros Oriental
6207,Mabinay,Negros Oriental
6208,Manjuyod,Negros Oriental
6205,Pamplona,Negros Oriental
6202,San Jose,Negros Oriental
6220,Santa Catalina,Negros Oriental
6219,Siaton,Negros Oriental
6201,Sibulan,Negros Oriental
6204,Tanjay,Negros Oriental
6211,Tayasan,Negros Oriental
6215,Valencia,Negros Oriental
6224,Vallehermoso,Negros Oriental
6218,Zamboanguita,Negros Oriental
6405,Allen,Northern Samar
6410,Biri,Northern Samar
6401,Bobon,Northern Samar
6408,Capul,Northern Samar
6400,Catarman,Northern Samar
6418,Catubig,Northern Samar
6422,Gamay,Northern Samar
6411,Laoang,Northern Samar
6423,Lapinig,Northern Samar
6420,Las Navas,Northern Samar
6404,Lavezares,Northern Samar
6403,Lope de Vega,Northern Samar
6412,Mapanas,Northern Samar
6417,Mondragon,Northern Samar
6421,Palapag,Northern Samar
6413,Pambujan,Northern Samar
6416,Rosario,Northern Samar
6407,San Antonio,Northern Samar
6409,San Isidro,Northern Samar
6402,San Jose,Northern Samar
6415,San Roque,Northern Samar
6419,San Vicente,Northern Samar
6414,Silvino Lobos,Northern Samar
6406,Victoria,Northern Samar
3111,Aliaga,Nueva Ecija
3128,Bongabon,Nueva Ecija
3100,Cabanatuan,Nueva Ecija
3107,Cabiao,Nueva Ecija
3123,Carrangalan,Nueva Ecija
3120,Central Luzon State University,Nueva Ecija
3117,Cuyapo,Nueva Ecija
3130,Fort Magsaysay,Nueva Ecija
3131,Gabaldon,Nueva Ecija
3105,Gapan,Nueva Ecija
3125,General Mamerto Natividad,Nueva Ecija
3104,General Tinio,Nueva Ecija
3115,Guimba,Nueva Ecija
3109,Jaen,Nueva Ecija
3129,Laur,Nueva Ecija
3112,Licab,Nueva Ecija
3126,Llanera,Nueva Ecija
3122,Lupao,Nueva Ecija
3119,Mu–oz,Nueva Ecija
3116,Nampicuan,Nueva Ecija
3132,Palayan,Nueva Ecija
3124,Pantabangan,Nueva Ecija
3103,Pe–aranda,Nueva Ecija
3113,Quezon,Nueva Ecija
3127,Rizal,Nueva Ecija
3108,San Antonio,Nueva Ecija
3106,San Isidro,Nueva Ecija
3121,San Jose,Nueva Ecija
3102,San Leonardo,Nueva Ecija
3101,Santa Rosa,Nueva Ecija
3133,Santo Domingo,Nueva Ecija
3114,Talavera,Nueva Ecija
3118,Talugtug,Nueva Ecija
3110,Zaragoza,Nueva Ecija
3714,Alfonso Casta–eda,Nueva Vizcaya
3701,Ambaguio,Nueva Vizcaya
3704,Aritao,Nueva Vizcaya
3711,Bagabag,Nueva Vizcaya
3702,Bambang,Nueva Vizcaya
3700,Bayombong,Nueva Vizcaya
3712,Diadi,Nueva Vizcaya
3706,Dupax del Norte,Nueva Vizcaya
3707,Dupax del Sur,Nueva Vizcaya
3703,Kasibu,Nueva Vizcaya
3708,Kayapa,Nueva Vizcaya
3713,Quezon,Nueva Vizcaya
3705,Santa Fe (Imugan),Nueva Vizcaya
3709,Solano,Nueva Vizcaya
3710,Villa Verde (Ibung),Nueva Vizcaya
5108,Abra de Ilog,Occidental Mindoro
5102,Calintaan,Occidental Mindoro
5111,Looc,Occidental Mindoro
5109,Lubang,Occidental Mindoro
5101,Magsaysay,Occidental Mindoro
5106,Mamburao,Occidental Mindoro
5107,Paluan,Occidental Mindoro
5103,Rizal,Occidental Mindoro
5104,Sablayan,Occidental Mindoro
5100,San Jose,Occidental Mindoro
5105,Santa Cruz,Occidental Mindoro
5110,Tilik,Occidental Mindoro
5201,Baco,Oriental Mindoro
5210,Bansud,Oriental Mindoro
5211,Bongabong,Oriental Mindoro
5214,Bulalacao,Oriental Mindoro
5200,Calapan,Oriental Mindoro
5209,Gloria,Oriental Mindoro
5213,Mansalay,Oriental Mindoro
5204,Naujan,Oriental Mindoro
5208,Pinamalayan,Oriental Mindoro
5206,Pola,Oriental Mindoro
5203,Puerto Galera,Oriental Mindoro
5212,Roxas,Oriental Mindoro
5202,San Teodoro,Oriental Mindoro
5207,Socorro,Oriental Mindoro
5205,Victoria,Oriental Mindoro
5302,Aborlan,Palawan
5320,Agutaya,Palawan
5311,Araceli,Palawan
5307,Balabac,Palawan
5306,Bataraza,Palawan
5305,Brooke's Point,Palawan
5317,Busuanga,Palawan
5321,Cagayancillo,Palawan
5316,Coron,Palawan
5315,Culion,Palawan
5318,Cuyo,Palawan
5310,Dumaran,Palawan
5313,El Nido (Bacuit),Palawan
5301,Iwahig Penal Colony,Palawan
5322,Kalayaan (Spratly Islands),Palawan
5314,Linapacan,Palawan
5319,Magsaysay,Palawan
5303,Narra (Panacan),Palawan
5300,Puerto Princesa,Palawan
5304,Quezon,Palawan
5308,Roxas,Palawan
5309,San Vicente,Palawan
5312,Taytay,Palawan
2009,Angeles,Pampanga
2016,Apalit,Pampanga
2012,Arayat,Pampanga
2001,Bacolor,Pampanga
2024,"Balibago, Angeles",Pampanga
2007,Basa Airbase,Pampanga
2013,Candaba,Pampanga
2023,Clark Freeport Zone,Pampanga
2006,Floridablanca,Pampanga
2003,Guagua,Pampanga
2005,Lubao,Pampanga
2010,Mabalacat,Pampanga
2018,Macabebe,Pampanga
2011,Magalang,Pampanga
2017,Masantol,Pampanga
2021,Mexico,Pampanga
2019,Minalin,Pampanga
2008,Porac,Pampanga
2000,San Fernando,Pampanga
2014,San Luis,Pampanga
2015,San Simon,Pampanga
2022,Santa Ana,Pampanga
2002,Santa Rita,Pampanga
2020,Santo Tomas,Pampanga
2004,Sasmuan,Pampanga
2408,Agno,Pangasinan
2415,Aguilar,Pangasinan
2404,Alaminos,Pangasinan
2425,Alcala,Pangasinan
2405,Anda,Pangasinan
2439,Asingan,Pangasinan
2442,Balungao,Pangasinan
2407,Bani,Pangasinan
2422,Basista,Pangasinan
2424,Bautista,Pangasinan
2423,Bayambang,Pangasinan
2436,Binalonan,Pangasinan
2417,Binmaley,Pangasinan
2406,Bolinao,Pangasinan
2416,Bugallon,Pangasinan
2410,Burgos,Pangasinan
2418,Calasiao,Pangasinan
2400,Dagupan,Pangasinan
2411,Dasol,Pangasinan
2412,Infanta,Pangasinan
2402,Labrador,Pangasinan
2437,Laoac,Pangasinan
2401,Lingayen,Pangasinan
2409,Mabini,Pangasinan
2421,Malasiqui,Pangasinan
2430,Manaoag,Pangasinan
2432,Mangaldan,Pangasinan
2413,Mangatarem,Pangasinan
2429,Mapandan,Pangasinan
2446,Natividad,Pangasinan
2435,Pozorrubio,Pangasinan
2441,Rosales,Pangasinan
2420,San Carlos,Pangasinan
2433,San Fabian,Pangasinan
2431,San Jacinto,Pangasinan
2438,San Manuel,Pangasinan
2447,San Nicolas,Pangasinan
2444,San Quintin,Pangasinan
2419,Santa Barbara,Pangasinan
2440,Santa Maria,Pangasinan
2426,Santo Tomas,Pangasinan
2434,Sison,Pangasinan
2403,Sual,Pangasinan
2445,Tayug,Pangasinan
2443,Umingan,Pangasinan
2414,Urbiztondo,Pangasinan
2428,Urdaneta,Pangasinan
2427,Villasis,Pangasinan
1778,Aeropark Subdivision,Para–aque
1702,Baclaran,Para–aque
1711,Better Living Subdivision,Para–aque
1720,BF Homes 1,Para–aque
1718,BF Homes 2,Para–aque
1700,Don Galo,Para–aque
1710,Executive Heights Subdivision,Para–aque
1719,Ireneville Subdivision I & III,Para–aque
1714,Ireneville Subdivision II,Para–aque
1717,Manila Memorial Park,Para–aque
1703,Marina Subdivision,Para–aque
1719,Maywood Village I,Para–aque
1716,Maywood Village II,Para–aque
1712,Miramar Subdivision,Para–aque
1700,Mon-El Subdivision,Para–aque
1708,Multinational Village,Para–aque
1705,Ninoy Aquino International Airport,Para–aque
1700,Para–aque CPO,Para–aque
1706,Pulo,Para–aque
1715,San Antonio Valley 1,Para–aque
1707,San Antonio Valley 11 and 12,Para–aque
1704,Santo Ni–o,Para–aque
1709,"South Admiral Village, Merville Park, and Moonwalk",Para–aque
1701,Tambo,Para–aque
1713,United Para–aque Subdivision,Para–aque
1308,Bay City,Pasay
1301,Domestic Airport P.O.,Pasay
1300,Pasay City Central Post Office,Pasay
1307,Philippine International Convention Center,Pasay
1306,San Isidro,Pasay
1305,San Jose,Pasay
1302,San Rafael,Pasay
1303,San Roque,Pasay
1304,Santa Clara,Pasay
1309,Villamor Airbase,Pasay
1606,Caniogan,Pasig
1612,Green Park,Pasig
1603,Kapitolyo,Pasig
1611,Manggahan,Pasig
1607,Maybunga,Pasig
1605,Ortigas Post Office,Pasig
1600,Pasig Central Post Office,Pasig
1602,Pinagbuhatan,Pasig
1609,Rosario,Pasig
1601,San Joaquin,Pasig
1608,Santa Lucia,Pasig
1610,Santolan,Pasig
1604,Ugong,Pasig
1620,Aguhos,Pateros
1620,Magtanggol,Pateros
1623,San Pedro,Pateros
1622,San Roque,Pateros
1621,Santa Ana,Pateros
4304,Agdangan,Quezon
4333,Alabat,Quezon
4331,Atimonan,Quezon
4320,Buenavista,Quezon
4340,Burdeos,Quezon
4318,Calauag,Quezon
4323,Candelaria,Quezon
4311,Catanauan,Quezon
4326,Dolores,Quezon
4310,General Luna,Quezon
4338,General Nakar,Quezon
4319,Guinayangan,Quezon
4307,Gumaca,Quezon
4317,"Hondagua, Lopez",Quezon
4336,Infanta,Quezon
4342,Jomalig,Quezon
4316,Lopez,Quezon
4328,Lucban,Quezon
4301,Lucena,Quezon
4309,Macalelon,Quezon
4330,Mauban,Quezon
4312,Mulanay,Quezon
4303,Padre Burgos,Quezon
4302,Pagbilao,Quezon
4337,Panukulan,Quezon
4341,Patnanungan,Quezon
4334,Perez,Quezon
4308,Pitogo,Quezon
4306,Plaridel,Quezon
4339,Polillo,Quezon
4332,Quezon,Quezon
4300,Quezon Provincial Capitol,Quezon
4335,Real,Quezon
4329,Sampaloc,Quezon
4314,San Andres,Quezon
4324,San Antonio,Quezon
4315,San Francisco (Aurora),Quezon
4313,San Narciso,Quezon
4322,Sariaya,Quezon
4321,Tagkawayan,Quezon
4327,Tayabas,Quezon
4325,Tiaong,Quezon
4305,Unisan,Quezon
1105,Alicia,Quezon City
1102,Amihan,Quezon City
1106,Apolonio Samson,Quezon City
810,Araneta Center,Quezon City
1135,Araneta Center P.O. Boxes,Quezon City
1106,Baesa,Quezon City
1116,Bagbag,Quezon City
1111,Bagong Lipunan,Quezon City
1105,Bagong Pag-Asa,Quezon City
1119,Bagong Silangan,Quezon City
1110,Bagumbayan,Quezon City
1109,Bagumbuhay,Quezon City
1106,Bahay Toro,Quezon City
1115,Balingasa,Quezon City
1106,Balintawak,Quezon City
1106,Balumbato,Quezon City
1126,Batasan Hills,Quezon City
1109,Bayanihan,Quezon City
1120,BF Homes,Quezon City
1109,Blue Ridge,Quezon City
1101,Botocan,Quezon City
1141,Broadway Center P.O. Boxes,Quezon City
1105,Bungad,Quezon City
820,Bureau of Internal Revenue,Quezon City
802,Camp Aguinaldo,Quezon City
1110,Camp Aguinaldo,Quezon City
801,Camp Crame,Quezon City
1126,Capitol Hills/Park,Quezon City
1117,Capri,Quezon City
1100,Central,Quezon City
1102,Claro,Quezon City
880,Commission on Audit,Quezon City
1121,Commonwealth,Quezon City
1111,Crame,Quezon City
1109,Cubao,Quezon City
1128,Culiat,Quezon City
1115,Damar,Quezon City
1104,Damayan,Quezon City
1112,Damayang Lagi,Quezon City
1123,Damong Maliit,Quezon City
1105,Del Monte,Quezon City
1101,Diliman,Quezon City
1109,Dioquino Zobel,Quezon City
1113,Don Manuel,Quezon City
1113,Do–a Aurora,Quezon City
1125,Do–a Faustina Subdivision,Quezon City
1113,Do–a Imelda,Quezon City
1113,Do–a Josefa,Quezon City
1102,Duyan-Duyan,Quezon City
1102,E. Rodriguez,Quezon City
1109,Escopa,Quezon City
1118,Fairview,Quezon City
1121,Fairview (North),Quezon City
1122,Fairview (South),Quezon City
1117,Gulod,Quezon City
1127,Holy Spirit,Quezon City
1112,Horseshoe,Quezon City
1111,Immaculate Concepcion,Quezon City
1124,Kaligayahan,Quezon City
1112,Kalusugan,Quezon City
1102,Kamias,Quezon City
1103,Kamuning,Quezon City
1105,Katipunan,Quezon City
1111,Kaunlaran,Quezon City
1112,Kristong Hari,Quezon City
1101,Krus na Ligas,Quezon City
1114,La Loma,Quezon City
1103,Laging Handa,Quezon City
1110,Libis,Quezon City
1114,Lourdes,Quezon City
1108,Loyola Heights,Quezon City
1114,Maharlika,Quezon City
1101,Malaya,Quezon City
1109,Mangga,Quezon City
1115,Manresa,Quezon City
1112,Mariana,Quezon City
1104,Mariblo,Quezon City
1109,Marilag,Quezon City
1109,Masagana,Quezon City
1115,Masambong,Quezon City
1119,Matandang Balara,Quezon City
1109,Milagrosa,Quezon City
1138,Murphy District P.O. Boxes,Quezon City
1114,N.S Amoranto (Gintong Silahis),Quezon City
1125,Nagkaisang Nayon,Quezon City
830,National Irrigation Administration,Quezon City
1104,Nayon Kaunlaran,Quezon City
1107,New Era,Quezon City
1147,Novaliches P.O. Boxes,Quezon City
1123,Novaliches Proper,Quezon City
1103,Obrero,Quezon City
1101,Old Capitol Site,Quezon City
1114,Paang Bundok,Quezon City
1115,Pag-ibig sa Nayon,Quezon City
1103,Paligsahan,Quezon City
1105,Paltok,Quezon City
1108,Pansol,Quezon City
1104,Paraiso,Quezon City
1118,Pasong Putik,Quezon City
1107,Pasong Tamo,Quezon City
1119,Payatas,Quezon City
1104,Phil-Am,Quezon City
850,Philippine Heart Center,Quezon City
1111,Pinagkaisahan,Quezon City
1100,Pi–ahan,Quezon City
1109,Project 4,Quezon City
1100,Project 6,Quezon City
1105,Project 7 (Veterans Village),Quezon City
1106,Project 8,Quezon City
860,Quezon City Hall,Quezon City
1102,Quirino District (Project 2 and 3),Quezon City
1105,R. Magsaysay,Quezon City
1103,Roxas District,Quezon City
1103,Sacred Heart,Quezon City
1114,Salvacion,Quezon City
1117,San Agustin,Quezon City
1105,San Antonio,Quezon City
1116,San Bartolome,Quezon City
1113,San Isidro,Quezon City
1114,San Isidro Labrador,Quezon City
1115,San Jose,Quezon City
1109,San Roque,Quezon City
1101,San Vicente,Quezon City
1116,Sangandaan (GSIS Village),Quezon City
1104,Santa Cruz,Quezon City
1117,Santa Lucia,Quezon City
1117,Santa Monica,Quezon City
1114,Santa Teresita,Quezon City
1105,Santo Cristo,Quezon City
1113,Santo Ni–o,Quezon City
1113,Santol,Quezon City
1116,Sauyo,Quezon City
1114,Sienna,Quezon City
1101,Sikatuna Village,Quezon City
1102,Silangan,Quezon City
800,Social Security System,Quezon City
1109,Socorro,Quezon City
1103,South Triangle,Quezon City
1110,St. Ignatius,Quezon City
1111,St. Martin de Porres,Quezon City
1114,St. Peter,Quezon City
